ABF	abej-'Ef
blamaže	bla'ma:ZE
kóśmy	k3s+m3/*+
Jurcoju	jurtsOYu
pśedpjerwjejšne	ps+Etpe*^Erwejs`nE
Baraniusa	baraJiusa
progresiwna	progrE'si:vna
Jopje	jOpe*^E
režijne	re'ZijnE
perfidnemu	pHEr'fi:dnEmu
pódglědnymi	p3dgl*jIdn3/*+mi
połwójarskemu	poU3jar*jsk*jEmu
połwójaŕskemu	poU3jar*jsk*jEmu
śanučka	s+anuts`ka
wótwraśajucyma	w3tras+aIuts3/*+ma
kinoreklamu	kHi:nore'kla:mu
wumytowanu	hum3/*+toUanu
rozmóźuju	rOzmEz+uju
pśipaŕmy	ps+ipar*jm3/*+
hurahowanjam	?ura?oUaJam
wótpłošyli	w3tpwOs`3/*+l*ji
grecizm	grE'ts1zm
wósletce	w3sl*jEttsE
pśichódośmej	ps+ixEdOs+mej
drjeworězbow	dr*jEwOr*jIzboU
brjažce	br*jas`tsE
tudybyśa	tud3/*+b3/*+s+a
Libšowu	l*jips`oUu
zapšosbnych	zaps`Ozbn3/*+x
smjerźaty	sme*^Erz+at3/*+
wudunitej	huduJitej
spondeusowu	SpOn'deusowu
laźwjami	laz+wjami
nucnej	nutsnej
pukele	puk*jEl*jE
młodosocialistow	mOdOzotsja'l1stow
luksurioznymi	l}ksu'r*jjowzn3/*+mi
kontinuumom	kHOn'tHi:nu}mOm
mjazywikowanjow	'mjaz3/*+'wikowaJow
zewěrała	zEwIraUa
chmurimej	xmur*jimej
disponibelne	d1spo'ni:bElnE
pódejśpnego	p3dejs+pnEgO
Beduina	bedu'i:na
leśak	l*jEs+ak
masakrěrujom	masa'krIrujOm
Hanža	?anz`a
manuelnych	manu'Eln3/*+x
dowawritej	doUaUr*jitej
hobbyjoweju	hObijoUeju
zlažtej	zlas`tej
ksenofobije	ksenofo'bijE
typcyk	t3/*+pts3/*+k
kumsće	kumsts+E
póspěšujucej	p3spIs`ujutsej
Ambros	ambrOs
ekscerptom	Eks'tsErptOm
pufu	pH}fu
lipmej	l*jipmej
Hańškach	?aJs`kax
paŕmy	par*jm3/*+
błyšććo	bw3/*+s+ts+ts+O
bydaju	b3/*+daIu
geigeroweju	gaIgEroUeju
pśitowarišnuchmy	ps+itoUar*jis`nuxm3/*+
póžyceński	p3z`3/*+tsejJski
pógryzašćo	p3gr3/*+zas+ts+O
pśepórěźmy	ps+Ep3r*jIz+m3/*+
twarogańcami	twarOgaJtsami
napjepriśo	nape*^Epr*jis+O
maoistami	mao'1stami
grěchwoporje	'gr*jIx'hOpOr*jE
antiśěłkam	antis+Iwkam
wušenujom	hus`EnujOm
wusněgowyju	husJIgoU3/*+ju
šlarpiłej	s`larpiwej
kótaremuž	k3tarEmus`
póblědymi	p3bl*jId3/*+mi
zaderkawu	zadErkaUu
mańźelstwoju	maJz+ElstwOYu
cłowjecyškowu	tswoUe*^Ets3/*+s`kowu
dospołnem	dOspoUnEm
tužnotam	tuz`nOtam
pśegrupěrujśo	ps+Egru'pHIrujs+O
zpaneelěrujmej	spane'lIrujmej
pšosnymi	ps`Osn3/*+mi
manualoma	manu'alOma
subwersiwneju	zupvEr'zi:vneju
wobgódownych	hObgEdoUn3/*+x
pufawka	pufaUka
hypnotizerkach	hYpnOti'zerkax
Šotoju	s`OtOYu
Dabowu	daboUu
Jusosu	jusOsu
eurokrajam	OYrokraIam
cypkowu	ts3/*+pkoUu
fontaneloma	fOnta'nElOma
nanajmjetymi	nanaIme*^Et3/*+mi
naškrěli	nas`kr*jIl*ji
safranžołtej	zafranz`oUtej
kołkonjenjam	koUkOnejJam
šmykace	s`m3/*+katsE
šerobrunyma	s`ErObrun3/*+ma
huškaśo	?us`kas+O
konsumentami	kHOnzu'mEntami
zawuzdźitej	zahuzdz+itej
sponsorujom	SpOn'zorujOm
despotizmom	dEspo'tH1smOm
sewnem	sEwnEm
pisaku	pisaku
golfu	gOlfu
jetlagach	dZEtlEgax
wobramimej	hObramimej
seśaštej	sEs+as`tej
Žerguń	z`ErguJ
Hajtu	?aItu
zrumujmej	zrumujmej
rakcerwjenej	'rak'tsErwe*^Enej
wupśimimy	hups+imim3/*+
mukuj	mukuj
muśam	mus+am
šwulnosćami	s`wulnOsts+ami
bědńśo	bIdJis+O
wułupmej	huwupmej
kinohitom	'kHi:no'h1tOm
łojdłowu	wOYdwoUu
byrnjom	b3/*+rJOm
šydnosću	s`3/*+dnOsts+u
wužeru	huz`Eru
lylowate	l3/*+loUatE
plaśnitu	plas+Jitu
swěccynemu	swItts3/*+nEmu
copimej	tsOpimej
pałkańskima	paUkaJskima
wósyrośeś	w3s3/*+rOs+Es+
wugótki	hugEtki
rozdźěry	rOzdz+Ir3/*+
despośe	dE'spos+E
póstrowśo	p3stroUs+O
biśowym	bis+oU3/*+m
sněgulkoma	sJIgulkOma
něcogožkuli	JItsOgOs`kul*ji
distinguěrowanymi	d1st1Ngu'Irowan3/*+mi
kuždyžkuli	kuz`d3/*+s`kul*ji
kśudujmej	ks+udujmej
klops	klOps
dozarěžu	dOzar*jIz`u
gubernijami	gu'bErJijami
wobkusali	hOpkusal*ji
spektaklowu	SpE'ktHa:klowu
ryžanjeju	r3/*+z`aneju
sykadłowej	s3/*+kadwoUej
Bělcynemu	bIlts3/*+nEmu
šołśice	s`oUs+itsE
Habku	?apku
winšowanym	v1ns`oUan3/*+m
granźe	granz+E
Tyltakow	t3/*+ltakoU
turbogeneratoram	'tH}rbogenE'ra:tOram
maltozow	mal'tHozow
ekspansiwiśe	Ekspan'ziwis+E
kanelěroma	kHanE'lIrOma
Serbku	sErpku
kalvinistu	kHalvi'n1stu
módłańskemu	mEdwaJsk*jEmu
wódrińskeje	w3dr*jiJskejE
rybacnyma	r3/*+batsn3/*+ma
cenzurowem	tsEn'zu:rowEm
želmjańskem	z`ElmjaJsk*jEm
kšupickam	ks`upitskam
pógóńcowu	p3gEJtsoUu
tretolašćo	trEtOlas+ts+O
konsumnu	kOn'zu:mnu
wužłobtej	huz`wOptej
reorganizěrowaś	roOrgani'zIrowas+
ginuło	ginuwO
naceśach	natsEs+ax
wiceadmiralom	vi:tsEatmi'ra:lOm
mobilom	mo'bi:lOm
rozpěteju	rOspIteju
kandidatstwom	kHandi'da:tstwOm
stimulus	sti:mul}s
pałkawami	paUkawami
piłoma	piwOma
głumu	gwumu
pódlejšeńskej	p3dlejs`ejJskej
běžakam	bIz`akam
wobwócowy	hObw3tsoU3/*+
mezocoikumu	mezo'tsoik}mu
kamjeńtnosći	kamejJtnOsts+i
zjadnoŕmy	zjadnOr*jm3/*+
šćeńmy	s+ts+ejJm3/*+
Arnaštom	arnas`tOm
aldehyźe	aldeh'yz+E
nygajuca	n3/*+gaIutsa
spušćnych	spus+ts+n3/*+x
literatce	l1tE'ra:ttsE
spóśaricki	sp3s+ar*jitski
hyśowu	?3/*+s+oUu
Chasowoju	xasoUOYu
Kubolam	kubOlam
wisymej	wis3/*+mej
wótsuźćo	w3tsus+ts+O
filmarjami	f1lmar*jami
štałtowych	s`taUtoU3/*+x
bźezpłatnemu	bz+EspwatnEmu
Nikelcowu	Jik*jEltsoUu
źowcyskoju	z+oUts3/*+skOYu
walkarjam	walkar*jam
Hašakoma	?as`akOma
wopóznyma	hOp3zn3/*+ma
wobštyncćo	hOps`t3/*+ntsts+O
Persarja	pErzar*ja
wójcestśigarja	w3jtsEsts+igar*ja
dowlakło	doUlakwO
bamžyckow	bamz`3/*+tskoU
pódgólskimi	p3dgElskimi
bruttotonowyma	'br}to'tHOnow3/*+ma
Izaka	iza:ka
kinoprogramy	'kHi:nopro'gram3/*+
latinumach	la'tHi:n}max
lažučkem	laz`uts`k*jEm
pśemjelcało	ps+Eme*^EltsawO
zacheckujmej	zaxEtskujmej
Bušmani	'b}S'maJi
nadawkdawaŕkami	'nadawg'dawar*jkami
nadawkdawarkami	'nadawg'dawar*jkami
pónižnosćach	p3Jiz`nOsts+ax
wótpowěźet	w3tpoUIz+Et
štomice	s`tOmitsE
krymaŕ	kr3/*+mar*j
šrimpach	Sr1mpax
gawčujtej	gaUts`ujtej
póměśi	p3mIs+i
Kurwotow	kurwOtoU
górcosćoma	gErtsOsts+Oma
slumach	slamax
šepjojskimi	s`EpjOYskimi
wutłukli	hutwukl*ji
wobšyrokima	hOps`3/*+rOkima
pódpołnocnoamerikańskeju	'p3tpownOtsnOamer*ji'kHa:Jskeju
Bidaŕ	bidar*j
rumašce	rumas`tsE
jebak	jEbak
myšami	m3/*+s`ami
sobumordarjeju	sObumOrdareju
poprykam	pOpr3/*+kam
pśekwiśmy	ps+Ekwis+m3/*+
wótchyśiś	w3tx3/*+s+is+
suchogózdźańskima	suxOgEzdz+aJskima
spacyli	spats3/*+l*ji
Kerštankami	k*jErs`taNkami
arrangement	araNZE'maNk
wutrjefny	hutr*jEfn3/*+
miliardnych	m1'l*jjardn3/*+x
zlasnijotej	zlasJijOtej
breakdanceoma	'brEk'dEnsOma
gibiśiwych	gibis+iw3/*+x
wognjostrojam	hOgJOstrOYam
knechtojstwowu	knExtOYstwoUu
šismatikaŕkami	S1'sma:t1kar*jkami
šismatikarkami	S1'sma:t1kar*jkami
ezelowu	ezEloUu
platitiźe	'plati'ti:z+E
pěniś	pIJis+
fotoamatera	'fotoama'tera
dalejwobstaśa	dalejhOpstas+a
pornozežywku	'pHOrno'zEz`3/*+wku
rendezvousoweje	raNde'vu:sowejE
Kółaca	k3watsa
plańce	plaJtsE
pśikšyjtej	ps+iks`3/*+jtej
warmoju	warmOYu
pódrěžoš	p3dr*jIz`Os`
pśilěpujośo	ps+il*jIpujOs+O
Singapury	z1Ngapu:r3/*+
brodyškrabarjoma	brOd3/*+s`krabar*jOma
stodolarowem	stOdOlaroUEm
pšažachmy	ps`az`axm3/*+
pśekłast	ps+Ekwast
garantijoweju	garan'tHijoweju
łazecymi	wazEts3/*+mi
tśinasćolětnu	ts+inasts+Ol*jItnu
wózyce	w3z3/*+tsE
wjazymowej	wjaz3/*+moUej
rozpyšnimy	rOsp3/*+s`Jim3/*+
nacejźmej	natsejz+mej
Hopu	?Opu
Swibnu	swibnu
Hawrom	?aUrOm
wuźaržnego	huz+arz`nEgO
mykologijami	mykolo'gijami
zamapowanem	zamapoUanEm
nadwunoskom	nadwunOskOm
dowuslěźtej	doUusl*jIs+tej
zarigotanjam	zar*jigOtaJam
albańskej	al'ba:Jskej
Rusopólske	rusOp3lsk*jE
sociusoweje	'zotsj}sowejE
gammapromjenjach	'gama'prOme*^EJax
wulkem	hulk*jEm
BMW	beEm'we
Dobišami	dObis`ami
štrykoma	s`tr3/*+kOma
münscheńskima	mYnSejJskima
wujangloneje	hujaNglOnejE
centralnoafrikańskeju	tsEn'tra:lnOafr*ji'kHa:Jskeju
kócojty	k3tsOYt3/*+
byrgele	b3/*+rg*jEl*jE
zabłyšćmej	zabw3/*+s+ts+mej
estetizimu	EstEtizimu
šmyrjenjeju	s`m3/*+rejneju
zmócmej	zmEtsmej
detektiwowkach	detE'ktHi:vowkax
troštny	trOs`tn3/*+
slobrakami	slObrakami
fazu	fa:zu
pódsobna	p3tsObna
rozgriwaśašćo	rOzgr*jiwas+as+ts+O
šenami	s`Enami
klěbdawarjowu	kl*jIbdaUar*joUu
bórami	b3rami
makcerwjene	maktsErwe*^EnE
wumopowat	humOpoUat
łazski	waski
zababjali	zababjal*ji
hypotezow	hypo'tHezow
śopłosći	s+OpwOsts+i
śěžyšćowego	s+Iz`3/*+s+ts+oUEgO
wrjeśencom	r*jEs+EntsOm
prioritnyma	pr*jio'r*jitn3/*+ma
sałpetarjow	saUpEtar*joU
šwigernanoma	's`vi:gEr'nanOma
lěpnatej	l*jIpnatej
lězaŕkow	l*jIzar*jkoU
lězarkow	l*jIzar*jkoU
chilesalpetru	'tSi:lEzal'pHetru
Blušnicam	blus`Jitsam
wukupaś	hukupas+
bibliografkow	bibl*jio'gra:fkow
Kokuleńcu	kOkulejJtsu
tropusow	trOpusoU
biometriskemu	bio'metr1sk*jEmu
plěseńcoma	pl*jIsejJtsOma
zaborbotanja	zabOrbOtaJa
pśikruž	ps+ikrus`
furory	fu:ror3/*+
gańcajuca	gaJtsaIutsa
styrietažowemu	'st3/*+r*jie'tHa:ZowEmu
wuwześny	huwzEs+n3/*+
šnakiparce	s`nakipartsE
radšojskima	rats`OYskima
pódmenije	'p3dme'nijE
smaragdzelenym	sma'ragd'zEl*jEn3/*+m
puźiłej	puz+iwej
muchyłaparju	mux3/*+wapar*ju
łdzu	dzu
stśěsła	sts+Iswa
bardamu	'ba:r'da:mu
kolibrija	kHol*jibr*jija
škódaŕ	s`k3dar*j
wobśěžkem	hOps+Is`kjEm
fabrikskego	fa'br*ji:ksk*jEgO
wobtucni	hOptutsJi
žytymsku	z`3/*+t3/*+msku
žadławem	z`adwaUEm
cańkarjowu	tsaINkar*joUu
pśiswěśali	ps+iswIs+al*ji
pómuwjenjam	p3muwe*^EJam
štifelety	Sti:fE'lEt3/*+
obus	ob}s
hašujucym	?as`ujuts3/*+m
pśechamnut	ps+Examnut
pśismarclili	ps+ismartsl*jil*ji
wupětymi	hupIt3/*+mi
shantyjach	SEnt3/*+jax
zaštapny	zas`tapn3/*+
echolotam	'ECo'lotam
wizitnem	vi'zi:tnEm
pónjeźeleju	p3Jez+Eleju
šermanach	s`Ermanax
chemosyntezowu	CemOsYn'tHezowu
kolegialnej	kHOle'gja:lnej
Bóntkom	b3ntkOm
Wylamy	v1lam3/*+
Bejmki	bejmki
Karlince	karl*jintsE
Hybliku	?3/*+bl*jiku
wuleśenjeju	hules+Eneju
rěcysce	r*jIts3/*+stsE
wjatśkotat	wjats+kOtat
dwatowzynta	dwatoUz3/*+nta
hokeistkowu	hOki'1stkowu
standartach	Standartax
stenografku	Steno'gra:fku
Pěnach	pInax
jěrosłodkeju	'jIrO'swOtkeju
wapnowcam	wapnoUtsam
rysami	r3/*+sami
sćinctej	sts+intstej
łokśom	wOks+Om
Srjeźneju	srez+neju
šybałcach	s`3/*+baUtsax
trocheusu	trO'xe}su
telefonujucymi	tHelEfo'nujuts3/*+mi
maršujuceju	mar's`ujutseju
kśižnej	ks+iz`nej
rozuteje	rOzutejE
kwispšašanjowu	'kv1s'ps`as`aJowu
Moseloma	mosElOma
Bješami	be*^Es`ami
wuboga	hubOga
dešćowśo	dEs+ts+oUs+O
bźezšafnarjowu	bz+Ess`afnar*joUu
wótmatcuj	w3tmatsuj
diktujucego	d1ktHujutsEgO
Pěškinu	pIs`kinu
póšykowanej	p3s`3/*+koUanej
bastionje	ba'stjoJE
Aziatkow	a'zja:tkow
źaśowy	z+as+oU3/*+
drěcujucem	dr*jItsujutsEm
Kašmirskich	'kHaSmi:rskix
stupendemu	Stu'pHEndEmu
cepk	tsEpk
heftarjow	?Eftar*joU
oktaedrach	Okta'edrax
popstara	'pHOp'sta:ra
lěcmej	l*jItsmej
intercityje	1ntEr's1tijE
spěšnučkich	spIs`nuts`kix
Laotoju	la'otOYu
wótebrat	w3tEbrat
knoraśo	knOras+O
shoppingcenterami	'SOp1Nk'tsEntErami
diazukowymi	dia'zukow3/*+mi
doskazmej	dOskazmej
patronažu	pHatro'na:Zu
Kśižanow	ks+iz`anoU
indefinitnego	1ndefi'ni:tnEgO
eksotoma	E'ksotOma
triptychonje	tr1pt1COJE
luźom	luz+Om
zwěriznam	zwIr*jiznam
zacrěł	zatsr*jIw
wužeštej	huz`Es`tej
Libeśinje	l*jibEs+iJE
pópiš	p3pis`
škrjokojeglinowe s`kr*jOkOYEgl*jinowE
Bótom	b3tOm
pódśěty	p3ts+It3/*+
ohma	oma
stasiaktoma 'Sta:zi'aktOma
wobłoku	hObwOku
žołśili	z`oUs+il*ji
pśisudu	ps+isudu
Nižce	Jis`tsE
płunlicaku	pwunl*jitsaku
slěpcćo	sl*jIptsts+O
Odrje	Odr*jE
Šyjcu	s`3/*+jtsu
wukšopy	huks`Op3/*+
wawŕmy	waUr*jm3/*+
śopłem	s+OpwEm
šćeŕmy	s+ts+Er*jm3/*+
sedymce	sEd3/*+mtsE
paleńcpalarju	palejJtspalar*ju
Witušach	witus`ax
pśiźćo	ps+is+ts+O
wezirami	ve'zi:rami
pśelěśe	ps+El*jIs+E
roastbeefach	rostbi:fax
hapcheńkow	?apxejNkoU
FBI	Ef-bi:'aI
fokstrośe	fOkstrOs+E
shuttleoma	SatlOma
nagimi	nagimi
fantasyfilmje	'fEntEzi'f1lme*^E
špěrce	s`pIrtsE
lasń	lasJ
Surinameu	'zu:r*jinamu
šampunu	s`am'pHu:nu
Frisofy	fr*jisOf3/*+
yeny	jEn3/*+
bojkośe	bOY'kHOs+E
wótzdaśoma	w3dzdas+Oma
marzloma	marzlOma
wobejego	hObejEgO
pśechyty	ps+Ex3/*+t3/*+
Kótrloma	k3tr;lOma
fajbeloju	faIbElOYu
marchwiskach	marxwiskax
Dyki	d3/*+ki
rozmódce	rOzmEttsE
koggow	kHOgoU
richtkach	r*jixtkax
boyje	bOYE
Šołtce	s`oUttsE
šerpach	s`Erpax
pipje	pipe*^E
pśibištej	ps+ibis`tej
zbratštej	zbrats`tej
žyźańkoma	z`3/*+z+aINkOma
póddachmy	p3daxm3/*+
ažaž	az`as`
grašcam	gras`tsam
pantofloma	pHan'tHOflOma
aupairźowću	o'pHE:r'z+owts+u
infarktami	1n'farktami
Bóžeje	b3z`ejE
nadrěku	nadr*jIku
pśedkóžu	ps+Etk3z`u
airbagam	E:rbEkam
šlamowtej	s`lamoUtej
Beethoveny	bethofn;n3/*+
šorcce	s`OrtstsE
khakiuniformowu	'kHa:ki'}nifOrmowu
turfoju	turfOYu
lubučkem	lubuts`k*jEm
rozmódami	rOzmEdami
póswajźbnymi	p3swaIz+bn3/*+mi
wujědrymi	hujIdr3/*+mi
donapiśu	dOnapis+u
pśebujnej	ps+Ebujnej
Malaysijami	ma'laIzijami
pśideŕśo	ps+idEr*js+O
mjeśawy	me*^Es+aw3/*+
póšesćoŕmy	p3s`Ests+Or*jm3/*+
Hejbkowu	?ejpkoUu
wobduli	hObdul*ji
gněźdźiła	gJIz+dz+iwa
pulsu	pH}lsu
Gawły	gaU3/*+
wupjerjowmej	hupe*^Er*jowmej
Hažu	?az`u
dekolletéjow	dekOl'tHejow
Scottoju	skOtOYu
ritcycka	r*jitts3/*+tska
lumpki	lumpki
wucrěšćo	hutsr*jIs+ts+O
załzy	zaUz3/*+
rouge	ru:S
źětce	z+IttsE
kótarymižkuli	k3tar3/*+mis`kul*ji
Zyce	z3/*+tsE
brjeńkaštej	brejNkas`tej
afronśe	a'frONs+E
módŕśo	mEdr*js+O
yogowu	jo:gowu
jazzmuzikoma	'dZEsmu'zi:kOma
rozpišo	rOspis`O
brochłow	brOxwoU
roždźowu	rOz+dz+oUu
Zybje	z3/*+be*^E
štupcali	s`tuptsal*ji
pódkapy	p3tkap3/*+
samućkego	samuts+k*jEgO
zesctej	zEststej
wobłožaś	hObwOz`as+
gryzdku	gr3/*+stku
pśeserbšćmy	ps+EsErps+ts+m3/*+
buchmacharjach	bu:xmaxar*jax
kóštej	k3s`tej
bridgeowu	br1tSoUu
safeach	sefax
póddaštej	p3das`tej
tonsurje	tHOn'zu:r*jE
wuzdy	huzd3/*+
ragtimy	rektaIm3/*+
Sprewja	sprewja
Bałcce	baUttsE
Měćoma	mIts+Oma
šmekny	s`mEkn3/*+
pózogolmy	p3zOgOlm3/*+
zliń	zl*jiJ
Gódošoju	gEdOs`OYu
interwiewy	1ntErvjuw3/*+
stšuła	sts`uwa
chrestomatijach	krEstoma'tHijax
trawmow	traUmoU
wósebśo	w3sEps+O
Brězkaŕ	br*jIskar*j
piskoŕ	piskOr*j
marquisom	mar'kHi:zOm
šparałce	s`paraUtsE
wułomśo	huwOms+O
wobsešćo	hOpsEs+ts+O
Dotce	dOttsE
wenwuglědanim	wEnhugl*jIdaJim
Giźe	giz+E
pěnu	pInu
galerśe	galErs+E
rowń	roUJ
cerkwej	tsErkwej
zwěstkbudkach	zwIzdgbutkax
eclairje	ek'lE:r*jE
wobgubow	hObguboU
dojgrje	dOYgr*jE
Šybowje	s`3/*+boUe*^E
toilette	tHo'lEtE
zacopmej	zatsOpmej
Drjewki	dr*jEwki
jěryma	jIr3/*+ma
mójce	m3jtsE
pśizajěśu	ps+izaIIs+u
błuźćo	bwus+ts+O
brjazycu	br*jaz3/*+tsu
hanseatce	hanze'attsE
knesset	knEsEt
jupce	juptsE
swójźbśo	sw3js+ps+O
referenduma	refe'rEnduma
necessairy	nEsE'sE:r3/*+
girobankowu	'Zi:ro'baNkowu
pśepsyła	ps+Eps3/*+wa
Mólśe	mEls+E
zboda	zbOda
kawčoma	kaUts`Oma
wóstśćo	w3sts+ts+O
tśeńtślakoju	ts+ejJts+lakOYu
šylkow	s`3/*+lkoU
Wěntyce	wInt3/*+tsE
wrośbami	rOz+bami
dopśeśerpmy	dOps+Es+Erpm3/*+
dueloma	du'ElOma
žołźami	z`oUz+ami
trumfamej	tr}mfamej
pólěpšyt	p3l*jIps`3/*+t
pufawje	pufaUe*^E
wumyslało	hum3/*+slaUO
topose	tHOpOsE
skazbowu	skazboUu
płaśby	pwaz+b3/*+
Pěrgam	pIrgam
wobwichmy	hObwixm3/*+
Wšoradoju	s`OradOYu
Gółeju	g3weju
pśewoźarstwach	ps+EwOz+ar*jstwax
pśewoźaŕstwach	ps+EwOz+ar*jstwax
sprochniłego	sprOxJiwEgO
štyroju	s`t3/*+rOYu
pódwuškoju	p3dwus`kOYu
złotapytarjach	zwOtap3/*+tar*jax
trolleybuse	'trOli'b}sE
wazy	waz3/*+
ržow	z`oU
wobłystej	hObw3/*+stej
bjerštki	be*^Ers`tki
Bruneijoju	bru:naIOYu
šnepce	s`nEptsE
Chółmami	xEwmami
smaržlam	smarz`lam
wuluśowmy	hulus+oUm3/*+
špatlom	s`patlOm
žyśoma	z`3/*+s+Oma
wujmi	hujmi
Innami	1nami
chójkca	x3jktsa
tśoch	ts+Ox
pódejdu	p3dejdu
wowsna	hoUsna
Radojze	radOYzE
Dabje	dabe*^E
pópaŕ	p3par*j
dołgima	doUgima
marsluźu	marsluz+u
trapecu	tra'pHetsu
rysoma	r3/*+sOma
fakśe	faks+E
richtce	r*jixttsE
leluje	l*jElujE
šnupje	s`nupe*^E
wótseńtej	w3tsejntej
Picassu	pH1'kHasu
dozdrjaltej	dOzdr*jaltej
žołwjam	z`oUjam
stereotypnymi	Stereo'tHypn3/*+mi
Gradcoju	grattsOYu
smutju	smu:tju
stereotypna	Stereo'tHypna
akupunkturowu	akup}Nk'tHu:rowu
outfit	aUtf1t
picobello	pHiko'bElo
Indochinu	'1ndo'Ci:nu
wopšawdna	hOps`aUdna
źiśitšašydle	z+is+its`as`3/*+dl*jE
było	b3/*+wO
gawośe	ga'vOs+E
Mikławškach	mikwaUs`kax
zmyjśo	zm3/*+js+O
wobśěžctej	hOps+Is`tstej
pufawce	pufaUtsE
seksteśe	zEk'stEs+E
integritam	1n'tHegr*jitam
Cerwima	tsErwima
kopśašo	kOps+as`O
pókurctej	p3kurtstej
tumulśe	tHu'm}ls+E
zajěštej	zaIIs`tej
wótduchmej	w3duxmej
śamńtej	s+amJtej
handałej	?andaUej
mimozy	mi'moz3/*+
slěpcyš	sl*jIpts3/*+s`
santŕmej	santr*jmej
cybtej	ts3/*+ptej
samsezastararje	samsEzastarar*jE
promowendce	promo'vEnttsE
stajjali	staIjal*ji
nawuměli	nahumIl*ji
smołow	smoUow
Katuśkowu	katus+koUu
Žopu	z`Opu
kjarližacce	kjarl*jiz`attsE
dwójofrontoweju	'dw3jO'frOntoweju
mortadelami	mOrta'dElami
šenkwasach	s`ENkwasax
Bałšoju	baUs`OYu
pómjelcaś	p3me*^Eltsas+
ekscerptu	Eks'tsErptu
šachmat	s`ax'mat
wubitce	hubittsE
Hažace	?az`atsE
teststopa	'tHEst'StOpa
jazwoma	jazwOma
pókiwy	p3kiw3/*+
knorcmej	knOrtsmej
sansewieriju	sansEwiEr*jiju
gónce	gEntsE
rańcaś	raJtsas+
dońtoma	dOJtOma
źěštej	z+Is`tej
aperitifje	aper*ji'tHi:fe*^E
zdłymyjomej	zdw3/*+m3/*+jOmej
rekwiemy	rekviEm3/*+
wobśěžje	hOps+Iz`jE
paneelowego	pHa'nelowEgO
spłoju	spwOYu
slowfoxoju	slofOksOYu
pěśilětce	pIs+il*jIttsE
zagnuctej	zagnutstej
fryšńtej	fr3/*+s`Jtej
žemŕmej	z`Emr*jmej
Buku	buku
mikroficheoju	mi:krofi:SOYu
wótjědł	w3tjIt
bujnu	bujnu
pśepachoŕmy	ps+EpaxOr*jm3/*+
rewolwroju	re'vOlErOYu
pšudłu	ps`udwu
mórzgach	mErzgax
Baškirkami	baS'kHi:rkami
zejpach	zejpax
layouśe	leaUs+E
murkse	murksE
chyžu	x3/*+z`u
abśe	aps+E
slěkaŕ	sl*jIkar*j
Skomdowu	skOmdoUu
Šypu	s`3/*+pu
ICE	itse'e
umbrje	}mbr*jE
zapyštej	zap3/*+s`tej
faraonje	fa:raoJE
plebsam	plEpsam
blombmej	blOmbmej
zupowu	z}poUu
kumyse	kHu:m3/*+sE
chytśej	x3/*+ts+ej
bioburja	'bio'bur*ja
wózacce	w3zattsE
sćańctej	sts+aJtstej
bźezzubnosćam	bz+EzubnOsts+am
źurine	z+ur*jinE
tśeńtślecem	ts+ejJts+l*jEtsEm
klatśnuś	klats+nus+
pruźe	pruz+E
kuŕśo	kur*js+O
towarstnicu	toUar*jstJitsu
towaŕstnicu	toUar*jstJitsu
pluachu	pluaxu
Tarpjego	tarpe*^EgO
Hažaki	?az`aki
wótrywce	w3tr3/*+wtsE
filozofce	filo'zoftsE
pótokońśo	p3tOkOJs+O
śěžćo	s+Is+ts+O
Łucyje	wuts3/*+jE
šandku	s`antku
rulcyckam	rults3/*+tskam
změkcyłej	zmIkts3/*+wej
póchyśmy	p3x3/*+s+m3/*+
klasiku	klas1ku
hawfamy	?aUfam3/*+
zawisććo	zaUists+ts+O
Holbernym	?OlbErn3/*+m
štrofki	s`trOfki
zaryštej	zar3/*+s`tej
ekstazy	Ek'sta:z3/*+
štupcćo	s`tuptsts+O
beautyfarmowu	bju:tifarmowu
tejzu	tejzu
Aziaśe	a'zja:s+E
Fenśe	fEns+E
źowćami	z+oUts+ami
chabźicy	xabz+its3/*+
okerowej	OkEroUej
wobkraja	hOpkraIa
źeŕ	z+er*j
pówaŕmy	p3war*jm3/*+
měŕmej	mIr*jmej
BRD	beEr'de
źěka	z+Ika
stereach	Stereax
Kuwaitow	kHu'vaItow
dłymce	dw3/*+mtsE
Wójśku	w3js+ku
pasmoalze	pasmOalzE
rejbaŕ	rejbar*j
pepu	pEpu
skunkse	sk}NksE
Noasa	nOasa
supje	supe*^E
Eifli	aIfl*ji
fluory	flu:or3/*+
pśiswěśaś	ps+iswIs+as+
kipre	kiprE
smoła	smoUa
pśecyńtej	ps+Ets3/*+Jtej
naklepctej	nakl*jEptstej
Marxom	marksOm
wopowjesyli	hOpoUe*^Es3/*+l*ji
wuslěkli	husl*jIkl*ji
tensiźe	tHEn'si:z+E
sibylu	sib3/*+lu
zapěšćo	zapIs+ts+O
Kěśe	kIs+E
jouleowu	dZu:lowu
spómałšmy	sp3maUs`m3/*+
Pyśe	p3/*+s+E
wusokoroźonymi	husOkOrOz+On3/*+mi
pipy	pip3/*+
zagaźtej	zagas+tej
lonžy	lOnz`3/*+
martry	martr3/*+
stśaptej	sts+aptej
bronzu	brONzu
naceŕtej	natsEr*jtej
žłobckam	z`wOptskam
Molukkach	mo'l}kax
wuźěrały	huz+IraU3/*+
gněźdźćo	gJIs+tts+O
šemŕmy	s`Emr*jm3/*+
nadłujkego	nadwujk*jEgO
